ID,Title,Slug,Thumbnail,Status
35,"Cô Bạn Đại Học Damdang Của Tôi",co-ban-ai-hoc-damdang-cua-toi,https://cdn.vinahentai.cloud/test/story-images/poster-6908773041fe4d473a6656f8-w575-1770345609874-7505388d.webp,pending
36,"Tỉnh Dậy Được Skin Girl, Từ Newbie Thành Gái Dâm Huyền Thoại",tinh-day-uoc-skin-girl-tu-newbie-thanh-gai-dam-huyen-thoai,https://cdn.vietmanhwa.com/story-images/download-1774209813648-6d019380.webp,pending
37,"Tân Sinh Viên Chưa Kịp Học, Đã Kịp Chịch",tan-sinh-vien-chua-kip-hoc-a-kip-chich,https://cdn.vinahentai.cloud/story-images/download-1774213574496-39beb44b.webp,pending
38,"Ân huệ trời ban",an-hue-troi-ban,https://cdn.vinahentai.cloud/test/story-images/poster-691b228ab44c3e063fdc81a1-w575-1770345635922-676d5d2e.webp,pending
39,"Bắt Đầu Trò Chơi",bat-au-tro-choi,https://cdn.vinahentai.cloud/test/story-images/poster-6921d5bf16dbf3f71599e017-w575-1770348303326-29c5d766.webp,pending
40,"Điều cấm kỵ với người thân kế – Nhật ký giọng nói 18+",%C4%91ieu-cam-ky-voi-nguoi-than-ke-nhat-ky-giong-noi-18,https://cdn.vinahentai.cloud/test/story-images/poster-695609b629831d1091c69bd8-w575-1770345857804-3f965ea2.webp,pending
41,"Tôi đã được hoán đổi thân xác",toi-a-uoc-hoan-oi-than-xac,https://cdn.vinahentai.cloud/test/story-images/poster-69024813bd94abd6386204e2-w575-1770348137429-acda35aa.webp,pending
42,"Kỳ Nghỉ Ướt Ác [KHÔNG CHE]",ky-nghi-uot-ac-khong-che,https://cdn.vinahentai.cloud/story-images/tai-xuong-1774094009441-ed833cd2.webp,pending
43,"Đảo nghịch lý",%C4%91ao-nghich-ly,https://cdn.vinahentai.cloud/manga-posters/3791d749-0e55-4951-91c8-5759b47dfe9c-1768743749-1773288368416-ff7c89c8.webp,pending
44,"Biệt Thự Thiên Đường",biet-thu-thien-%C4%91uong,https://cdn.vinahentai.cloud/test/story-images/poster-697741562cedb60014c01481-w575-1770346117309-8a3d9889.webp,pending
45,"""Cứng"" Trong Mọi Tình Huống",cung-trong-moi-tinh-huong,https://cdn.vinahentai.cloud/test/story-images/poster-69543bf57566928f504768a4-w575-1770345842063-bb8a6025.webp,pending
46,"Chiến Đi Cùng Mẹ Kế [KHÔNG CHE]",chien-%C4%91i-cung-me-ke-khong-che,https://cdn.vinahentai.cloud/manga-posters/25726848-3dcf-45ad-b02e-2cfdf95cdc07-1771443588-1771448708324-b6f78615.jpg,pending
47,"Người Tôi Phải Bảo Vệ Là Con Gái Kẻ Giết Cha Tôi",nguoi-toi-phai-bao-ve-la-con-gai-ke-giet-cha-toi,https://cdn.vinahentai.cloud/story-images/download-1775314198346-8e5f1acc.webp,pending
48,"Cô giáo Yunji",co-giao-yunji,https://cdn.vinahentai.cloud/test/story-images/poster-69132e22005e0c31ad105111-w575-1770345630140-8a6d5db2.webp,pending
49,"Lỗ đã mở",lo-%C4%91a-mo,https://cdn.vinahentai.cloud/test/story-images/poster-69781c609542fd19827c323a-w575-1770346777230-be686060.webp,pending
50,"Tôi Là Bảo Vệ Gác Đêm Có Chiếc Điện Thoại Thôi Miên",toi-la-bao-ve-gac-%C4%91em-co-chiec-%C4%91ien-thoai-thoi-mien,https://cdn.vinahentai.cloud/story-images/download-1774299315315-481c3126.webp,pending
51,"Nghĩa Vụ Quân Sự Toàn Gái Xinh",nghia-vu-quan-su-toan-gai-xinh,https://cdn.vinahentai.cloud/story-images/download-1773419444863-627c53bb.webp,pending
52,"Câu Lạc Bộ Bí Mật Của Những Người Vợ Thị Trấn Mới",cau-lac-bo-bi-mat-cua-nhung-nguoi-vo-thi-tran-moi,https://cdn.vinahentai.cloud/test/story-images/poster-692d9eb9873b418e775b5897-w575-1770348016503-dbd68a03.webp,pending
53,"TIỆM XĂM NÓNG BỎNG",tiem-xam-nong-bong,https://cdn.vinahentai.cloud/test/story-images/poster-695f1dac6356ea4aae296738-w575-1770348335022-bbfe1c2b.webp,pending
54,"Phù Thủy Quyền Lực",phu-thuy-quyen-luc,https://cdn.vinahentai.cloud/test/story-images/poster-6921930016dbf3f7159914c0-w575-1770345675929-edeb6b17.webp,pending
55,"Orc and Students",orc-and-students,https://cdn.vinahentai.cloud/manga-posters/6751f4ae-9d6b-4e70-9e3d-4b8794dc0d8b-1773566804-1773569201339-5c783298.jpg,pending
56,"Ai Đó Ngăn Cô Ấy Lại Trước Khi Quá Muộn (Không che + SFX)",ai-o-ngan-co-ay-lai-truoc-khi-qua-muon-khong-che-sfx,https://cdn.vinahentai.cloud/test/story-images/poster-693ed088e010b611b6adab2e-w575-1770348001148-ebd2e71f.webp,pending
57,"Hôm nay Han Yoil là phụ nữ - Phiên bản LUXsumildo",hom-nay-han-yoil-la-phu-nu-phien-ban-luxsumildo,https://cdn.vinahentai.cloud/manga-posters/68997b41-f7bf-45f9-9d91-8b6b3cb19576-1773252542-1773256038407-5f06b795.jpg,pending
58,"Tên trộm may mắn",ten-trom-may-man,https://cdn.vinahentai.cloud/story-images/u-ufutusu-_005_clean-1772847039363-751a2455.webp,pending
59,"Bán thân lấy xèng",ban-than-lay-xeng,https://cdn.vinahentai.cloud/story-images/go_001-1772845461663-41f7b631.webp,pending
60,"CEO And Bodyguard - Cumback",ceo-and-bodyguard-cumback,https://cdn.vinahentai.cloud/manga-posters/564f446c-c411-4c4b-99aa-3c3aeffa0d70-1771198677-1771204334566-e3861cb7.jpg,pending
61,"Kẻ bắt nạt",ke-bat-nat,https://cdn.vinahentai.cloud/story-images/page_44-1772249215740-e6bf1a8c.webp,pending
62,"Chiến Đi Với Mẹ Kế [KHÔNG CHE]",chien-%C4%91i-voi-me-ke-khong-che,https://cdn.vinahentai.cloud/manga-posters/25726848-3dcf-45ad-b02e-2cfdf95cdc07-1771443588-1771445103338-30323aaa.jpg,pending
63,"Sex for Survival",sex-for-survival,https://cdn.vinahentai.cloud/manga-posters/429c676a-e249-4bcf-afb4-dba49eb7e3a4-1770779538356-cd616605.jpg,pending
64,"Nhà Của Mẹ Và Con Gái",nha-cua-me-va-con-gai-2,https://cdn.vinahentai.cloud/story-images/download-1770650906273-fe5f0fb0.webp,pending
65,"Hàng Khủng Của Con Rể Tỉ Phú",hang-khung-cua-con-re-ti-phu,https://cdn.vinahentai.cloud/test/story-images/poster-6939ecc207a7b5dfeb97b974-w575-1770345722500-b4aee48b.webp,pending
66,"Thèm chén mẹ kế",them-chen-me-ke,https://cdn.vinahentai.cloud/manga-posters/9368d793-d6e4-4785-82da-da80876f4d77-1770604720414-b03aad6f.jpg,pending
67,"Thích Và Đăng Kí Cho Em Đi",thich-va-%C4%91ang-ki-cho-em-%C4%91i,https://cdn.vinahentai.cloud/manga-posters/d551cc46-dfd3-4dbd-8390-3cfc19d2bc2a-1770579222652-db45268a.jpg,pending
68,"Gái Điếm",gai-%C4%91iem,https://cdn.vinahentai.cloud/manga-posters/06f3928a-c119-42f1-9119-210b528eed1d-1770525115-1770534392693-1a425eee.jpg,pending
69,"Sống chung với dì",song-chung-voi-di,https://cdn.vinahentai.cloud/manga-posters/754ae357-da97-4c0a-be9c-cccccf1eb9f3-1770520875438-a6bc4b00.jpg,pending
70,"Tôi sẽ bảo vệ bạn",toi-se-bao-ve-ban,https://cdn.vinahentai.cloud/manga-posters/f4ebb9d9-2cda-45d0-af81-b05895e85a01-1761750964-1770407530832-6fcdbcd8.jpg,pending
71,"Bạn gái của bạn thật tuyệt vời",ban-gai-cua-ban-that-tuyet-voi,https://cdn.vinahentai.cloud/manga-posters/c8caae26-0b93-4af1-ae50-43c9214cbb30-1770404129524-6ad5a09e.webp,pending
72,"Người Đàn Ông Của Mọi Người",nguoi-%C4%91an-ong-cua-moi-nguoi,https://cdn.vinahentai.cloud/test/story-images/poster-69850ecdf2cbc98706a41b73-w575-1770346434736-e6b4c3bd.jpg,pending
73,"Mẹ Vợ Vẫn Là Tuyệt Nhất",me-vo-van-la-tuyet-nhat,https://cdn.vinahentai.cloud/test/story-images/poster-6924a0cb3cdb13b4d0a813fa-w575-1770338422100-5d69aac2.webp,pending
74,"The Lowest Of Humankind",the-lowest-of-humankind,https://cdn.vinahentai.cloud/test/story-images/poster-697edc8abd8e4eb0b6215509-w575-1770348349338-5fad7993.jpg,pending
75,"Sự Ràng Buộc Của Lilith",su-rang-buoc-cua-lilith,https://cdn.vinahentai.cloud/test/story-images/poster-69845b5257bcd06a926638f6-w575-1770346859302-04ca7e5a.jpg,pending
76,"Chung giường với gái",chung-giuong-voi-gai,https://cdn.vinahentai.cloud/test/story-images/poster-698428c857bcd06a925b707d-w575-1770347131029-fcfe3c72.jpg,pending
77,"Hiệp Nữ Song Tu Lục",hiep-nu-song-tu-luc,https://cdn.vinahentai.cloud/test/story-images/poster-695312918eb5e6abbcbbab34-w575-1770345835788-8ce533ab.webp,pending
78,"Người chơi mới cấp cao nhất",nguoi-choi-moi-cap-cao-nhat,https://cdn.vinahentai.cloud/test/story-images/poster-698299827757275c69d396db-w575-1770346213593-cb3959fc.webp,pending
79,"Phu nhân",phu-nhan,https://cdn.vinahentai.cloud/test/story-images/poster-6981eb75a6f91bfe8a681c77-w575-1770346799893-91353ce4.webp,pending
80,"Shipper số đỏ",shipper-so-%C4%91o,https://cdn.vinahentai.cloud/test/story-images/poster-6980b3a3a6f91bfe8a38669f-w575-1770347646438-a08c8b0b.jpg,pending
81,"Đảo nghịch giới tính",%C4%91ao-nghich-gioi-tinh,https://cdn.vinahentai.cloud/test/story-images/poster-69801960a6f91bfe8a1f8814-w575-1770347715548-d8e43067.jpg,pending
82,"Ta Là Giáo Chủ Cuồng Giáo",ta-la-giao-chu-cuong-giao,https://cdn.vinahentai.cloud/story-images/download-1771368050095-9a28db6b.webp,pending
83,"Một mối quan hệ phức tạp",mot-moi-quan-he-phuc-tap,https://cdn.vinahentai.cloud/test/story-images/poster-697ff592a6f91bfe8a1c7203-w575-1770346705954-a0ac569a.webp,pending
84,"Đứa con thứ 17",%C4%91ua-con-thu-17,https://cdn.vinahentai.cloud/test/story-images/poster-697f330dbd8e4eb0b633ac4e-w575-1770347640881-bd4f2563.jpg,pending
85,"Tôi Xuyên Không Vào Tiểu Thuyết Võ Hiệp",toi-xuyen-khong-vao-tieu-thuyet-vo-hiep,https://cdn.vinahentai.cloud/test/story-images/poster-697f2275bd8e4eb0b630da12-w575-1770347152848-376b7017.jpg,pending
86,"Huấn Luyện Viên Thể Hình",huan-luyen-vien-the-hinh,https://cdn.vinahentai.cloud/test/story-images/poster-697f0812bd8e4eb0b62b61e3-w575-1770346815894-f35175b0.webp,pending
87,"Hải nữ thực tập [Intern Haenyeo]",hai-nu-thuc-tap-intern-haenyeo,https://cdn.vinahentai.cloud/test/story-images/poster-697809989542fd1982798c33-w575-1770346771652-24e7f26e.webp,pending
88,"Tình Và Tiền",tinh-va-tien,https://cdn.vinahentai.cloud/test/story-images/poster-6931a7a1047e687eda6bdc4c-w575-1770345700352-7deb6815.webp,pending
89,"Chào Mừng Đến Với Văn Hóa MILF",chao-mung-%C4%91en-voi-van-hoa-milf,https://cdn.vinahentai.cloud/test/story-images/poster-694f89842760c1ec6bd0e946-w575-1770348302953-64a20986.webp,pending
90,"Sẽ thật tuyệt nếu làm chuyện đó trong tù",se-that-tuyet-neu-lam-chuyen-%C4%91o-trong-tu,https://cdn.vinahentai.cloud/test/story-images/poster-69773e18f155012de84e1e41-w575-1770346116709-ce091306.webp,pending
91,"Khóa học tự vệ",khoa-hoc-tu-ve,https://cdn.vinahentai.cloud/test/story-images/poster-692da0ec873b418e775b6c91-w575-1770348302360-ef7c240f.webp,pending
92,"Thuần Phục Gái Hư",thuan-phuc-gai-hu,https://cdn.vinahentai.cloud/test/story-images/poster-69773b362cedb60014bef5ae-w575-1770346684555-b002b822.jpg,pending
93,"Bạn gái tôi đã được huấn luyện",ban-gai-toi-%C4%91a-%C4%91uoc-huan-luyen,https://cdn.vinahentai.cloud/test/story-images/poster-697739522cedb60014be9095-w575-1770348301670-5509165a.webp,pending
94,"Mẹ Bạn Là Của Tôi",me-ban-la-cua-toi,https://cdn.vinahentai.cloud/test/story-images/poster-696cbc61054b23c7a7994726-w575-1770348288689-7c8c2223.webp,pending
95,"Váy của chị dâu",vay-cua-chi-dau,https://cdn.vinahentai.cloud/test/story-images/poster-69722a044ecf01e475f4e974-w575-1770345127747-6357510b.jpg,pending
96,"Cô giáo võ thuật kế bên",co-giao-vo-thuat-ke-ben,https://cdn.vinahentai.cloud/test/story-images/poster-6971e4f0c4aa5f0aef0375a4-w575-1770344564414-24861100.jpg,pending
97,"Anh chị em kế",anh-chi-em-ke,https://cdn.vinahentai.cloud/test/story-images/poster-695910803a7eee8084d59e8c-w575-1770348207306-35837142.webp,pending
98,"Ông Hoàng Của Sự Chú Ý",ong-hoang-cua-su-chu-y,https://cdn.vinahentai.cloud/test/story-images/poster-6910a2cc7d7ada0ba8a20912-w575-1770348206483-abf02f47.webp,pending
99,"Tôi Có Thể Nhìn Thấy Những Dục Vọng",toi-co-the-nhin-thay-nhung-duc-vong,https://cdn.vinahentai.cloud/test/story-images/poster-693ec4b3e010b611b6ac8469-w575-1770345738082-1096fcb9.webp,pending
100,"Đã Ký, Đã Nhầm Lẫn, Đã Đóng Dấu",a-ky-a-nham-lan-a-ong-dau,https://cdn.vinahentai.cloud/test/story-images/poster-69072cfab3b7d028bac028a5-w575-1770345606635-d374f7ad.jpg,pending
101,"Chương Trình Tạp Kĩ Đêm Khuya",chuong-trinh-tap-ki-%C4%91em-khuya,https://cdn.vinahentai.cloud/test/story-images/poster-696b8554de84dbbcef5366f4-w575-1770348205389-400412b2.jpg,pending
102,"Tấn Công Và Chinh Phục",tan-cong-va-chinh-phuc,https://cdn.vinahentai.cloud/test/story-images/poster-693c4bdae36dd40dc08dcd7c-w575-1770348199899-e52d2934.webp,pending
103,"Tuyết Và Sô Cô La",tuyet-va-so-co-la,https://cdn.vinahentai.cloud/test/story-images/poster-69844dda57bcd06a9263bff3-w575-1770348197239-df877062.jpg,pending
104,"Bố chồng tôi địt hết bọn họ",bo-chong-toi-it-het-bon-ho,https://cdn.vinahentai.cloud/test/story-images/poster-69038dcb50c22e85424d8aac-w575-1770348182298-f160f72f.jpg,pending
105,"Giáng Sinh Dục Vọng (Không Che)",giang-sinh-duc-vong-khong-che,https://cdn.vinahentai.cloud/test/story-images/poster-694d9ca3a72fe0b5ff033477-w575-1770348172328-1713bd9a.webp,pending
106,"Tổng hợp NTR Manhwa",tong-hop-ntr-manhwa,https://cdn.vinahentai.cloud/test/story-images/poster-69401deec926dae34cb50d83-w575-1770348171296-a685031f.webp,pending
107,"Nhưng Em Lại Bằng Tuổi Với Con Gái Chị",nhung-em-lai-bang-tuoi-voi-con-gai-chi,https://cdn.vinahentai.cloud/test/story-images/poster-692a8e1f9a2cbe1b6c3b48e7-w575-1770345690287-a607b44d.webp,pending
108,"Con Gái Của Tôi",con-gai-cua-toi,https://cdn.vinahentai.cloud/test/story-images/poster-693e4c2bf817756a060a958f-w575-1770345736867-70615963.webp,pending
109,"Học Trò Độc Nhất",hoc-tro-%C4%91oc-nhat,https://cdn.vinahentai.cloud/manga-posters/ddbb965e-3604-44c9-b9a4-52ae9d38621b-1767529921-1773044998584-229258b3.jpg,pending
110,"Vượt quá giới hạn tình yêu",vuot-qua-gioi-han-tinh-yeu,https://cdn.vinahentai.cloud/test/story-images/poster-68e48ee49ecb3c720725a6e3-w575-1770348137097-12ae97f5.webp,pending
111,"Yu Iseol và ông chủ khách điếm",yu-iseol-va-ong-chu-khach-%C4%91iem,https://cdn.vinahentai.cloud/test/story-images/poster-69590fe9a271a55bb592c5e7-w575-1770348129759-c82539b5.webp,pending
112,"Tình Yêu Băng Giá",tinh-yeu-bang-gia,https://cdn.vinahentai.cloud/manga-posters/ea04de69-8578-4213-a802-57b6f8edb293-1767423608-1773006987788-91aa0cba.jpg,pending
113,"Thanh niên số hưởng",thanh-nien-so-huong,https://cdn.vinahentai.cloud/test/story-images/poster-697ee2a0bd8e4eb0b6226308-w575-1770348125928-e923f0a2.jpg,pending
114,"Công Việc Thú Vị",cong-viec-thu-vi,https://cdn.vinahentai.cloud/test/story-images/poster-6921920924c7c456e4149ce3-w575-1770348118310-834ce1ad.webp,pending
115,"Chế Độ Đối Kháng Đời Thực",che-o-oi-khang-oi-thuc,https://cdn.vinahentai.cloud/test/story-images/poster-6921d75f16dbf3f71599e7e0-w575-1770348108899-29b1831d.webp,pending
116,"Màn Mưa",man-mua,https://cdn.vinahentai.cloud/test/story-images/poster-6982a65e7757275c69d4da8f-w575-1770348103077-3bd8d28f.jpg,pending
117,"Do you like to EXRCISE",do-you-like-to-exrcise,https://cdn.vinahentai.cloud/test/story-images/poster-6981f161a6f91bfe8a6909ba-w575-1770348055235-3cf16aab.jpg,pending
118,"Cô nàng nóng bỏng giỏi bóng đá",co-nang-nong-bong-gioi-bong-a,https://cdn.vinahentai.cloud/test/story-images/poster-691c64360f4c125f7c35035c-w575-1770348031492-f2cd3c8d.webp,pending
119,"Xuyên đến thế giới mà sự trong trắng bị đảo lộn",xuyen-en-the-gioi-ma-su-trong-trang-bi-ao-lon,https://cdn.vinahentai.cloud/test/story-images/poster-69417404594cdea2b5936788-w575-1770348016143-7ffdd7b3.webp,pending
120,"Những mẩu truyện tục tĩu Phần 1",nhung-mau-truyen-tuc-tiu-phan-1,https://cdn.vinahentai.cloud/test/story-images/poster-693c12d0e36dd40dc088df0d-w575-1770345728595-a2337d44.webp,pending
121,"Nô bộc ký",no-boc-ky,https://cdn.vinahentai.cloud/test/story-images/poster-6939da9107a7b5dfeb978a64-w575-1770347958300-09a39de0.webp,pending
122,"Tiệc bể bơi",tiec-be-boi,https://cdn.vinahentai.cloud/test/story-images/poster-693975dd4c79af14df4ab348-w575-1770347955324-f6898ebe.webp,pending
123,"Em Không Nhịn Được Nữa Đâu, Chị Dâu à",em-khong-nhin-uoc-nua-au-chi-dau-a,https://cdn.vinahentai.cloud/test/story-images/poster-6921de5116dbf3f7159a0149-w575-1770347926024-16097079.webp,pending
124,"Mùa Hướng Dương Thầm Thì",mua-huong-duong-tham-thi,https://cdn.vinahentai.cloud/test/story-images/poster-6936c7ed1fcb821fd6ea5837-w575-1770347924375-8d00be60.jpg,pending
125,"Nhà Của Mẹ Và Con Gái",nha-cua-me-va-con-gai,https://cdn.vinahentai.cloud/manga-posters/48c42a84-0d4f-4234-a3ce-b3c148c25d97-1765184896-1770395532638-e53a2461.jpg,pending
126,"Lên đỉnh đêm khuya",len-inh-em-khuya,https://cdn.vinahentai.cloud/test/story-images/poster-692e76c254a0a5b5dad48e58-w575-1770347892010-f1dc7c34.jpg,pending
127,"Quán cafe thiên đường",quan-cafe-thien-uong,https://cdn.vinahentai.cloud/test/story-images/poster-6923805716dbf3f715a0f10e-w575-1770347709975-628ce42a.jpg,pending
128,"Quản lý à, mắng tôi nữa đi",quan-ly-a-mang-toi-nua-i,https://cdn.vinahentai.cloud/test/story-images/poster-692190aa24c7c456e4149b6d-w575-1770347823506-8e2a229a.jpg,pending
129,"Cuộc Đời Dân Tổ",cuoc-oi-dan-to,https://cdn.vinahentai.cloud/test/story-images/poster-69218f4524c7c456e4149940-w575-1770347823164-ebe26af6.jpg,pending
130,"Lựa Chọn TÌnh Yêu",lua-chon-tinh-yeu,https://cdn.vinahentai.cloud/story-images/love-choice-official-1771043812235-a7eaf6fc.webp,pending
131,"Nhặt được em ở bãi rác và bí ẩn",nhat-uoc-em-o-bai-rac-va-bi-an,https://cdn.vinahentai.cloud/test/story-images/poster-6919bf9fd017c14eb062993f-w575-1770347789032-32153af7.webp,pending
132,"Hương Vị Trái Cấm",huong-vi-trai-cam,https://cdn.vinahentai.cloud/test/story-images/poster-68e1a6f67d4f58a33b650acc-w575-1770345584579-98035ff0.webp,pending
133,"Bạn gái của bạn thân",ban-gai-cua-ban-than,https://cdn.vinahentai.cloud/test/story-images/poster-68e1a9761d73ad33622dc36a-w575-1770347625313-ec9cee47.webp,pending
134,"Sứ Mệnh Người Anh",su-menh-nguoi-anh,https://cdn.vinahentai.cloud/test/story-images/poster-68e19f721d73ad33622dbfe1-w575-1770347625652-3aa9442f.webp,pending
135,"Gu Tôi Là Kẻ Biến Thái",gu-toi-la-ke-bien-thai,https://cdn.vinahentai.cloud/test/story-images/poster-6910a5507d7ada0ba8a20bca-w575-1770347744684-079f520f.jpg,pending
136,"Thỏa Thuận Đổi Đời",thoa-thuan-%C4%91oi-%C4%91oi,https://cdn.vinahentai.cloud/manga-posters/44a0b7b8-4434-4ddf-aa7f-61ee3d3b216c-1762600561-1770801178199-e81377c1.jpg,pending
